id,created_at,text
1383404793918488590,2021-04-17 12:59:39,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383404740063629313,2021-04-17 12:59:27,"RT @agenzia_nova: #Germania: “Die Welt”, nessun accordo fra #Laschet e #Soeder sulla candidatura alle elezioni

https://t.co/rrYwxcX7HR"
1383404728894115846,2021-04-17 12:59:24,"RT @vmedick: NEWS: Christian Baldauf, CDU Fraktionschef in Rheinland-Pfalz, will eine Abstimmung der Kreisvorsitzenden über die Kanzlerkand…"
1383404707008245763,2021-04-17 12:59:19,"@RacherRolf @ben_brechtken Ja und Söder hat soviel Einfluss auf das Programm, dass er und Laschet gerade überall kritisiert und zur Lachnummer gemacht werden? Super logisch."
1383404638188183566,2021-04-17 12:59:02,"RT @ronnylicious: @Afelia @ArminLaschet Wir werden ein neues Wort für ""Fassungslosigkeit"" brauchen, denn es beschreibt nicht mal mehr annäh…"
1383404635457679363,2021-04-17 12:59:02,@Nailfreak1 Söder hat auch den Weg der Demokratie verlassen.
1383404628100845572,2021-04-17 12:59:00,"RT @sarfeld: „#Söder #entzweit die @CDU. Manchen geht er extrem auf die Nerven, andere wollen ihn als Kanzler“. @akk“...habe Söder während…"
1383404617996718082,2021-04-17 12:58:58,"RT @robinalexander_: Zu Gast bei der „roten Gruppe“ habe ich eine seltsam ausgeleuchtete rote Nase mitgebracht, aber auch eine abweichende…"
1383404614779768840,2021-04-17 12:58:57,RT @SZ: Bayerns Ministerpräsident Markus Söder ist ein wandelbarer Mensch - das ist eine der Grundlagen seines Aufstiegs. Zitate zur großen…
1383404594756161537,2021-04-17 12:58:52,"RT @rainer_grimm: @ChrisStoecker Es ist so traurig und erschreckend zugleich. Das ist unsere politische Elite CDU/CSU. 
Sie besteht aus ein…"
1383404567375745030,2021-04-17 12:58:45,RT @EinAugenschmaus: Weder #Laschet noch #Söder oder gar #Merz sind geeignete Kanzlerkandidaten. Ich möchte nicht das Land von Männern gefü…
1383404537973665801,2021-04-17 12:58:38,Merkel-Vertraute gegen Söder - „Söder hat den verabredeten gemeinsamen Weg verlassen“ https://t.co/zV88IODGIw #Nuernberg #Nachrichten
1383404535687745543,2021-04-17 12:58:38,"Außerdem hätten wir nach Präferenz-Umfragen heute Kanzler Schulz und NRW-Ministerpräsidentin Kraft. Für welche Politik steht Söder? Neuerdings für Politik v. Merkel. Mit deren Flüchtlingspolitik ist Union nicht einverstanden, mit Coronapolitik die Mehrheit d. Bürger unzufrieden🤷🏼‍♂️"
1383404521032880130,2021-04-17 12:58:34,"RT @dergazetteur: Pro und Contra #SOEDERvsLASCHET 

Pro Söder:
- Ist nicht Laschet
Contra Söder:
- Ist Söder

Pro Laschet:
- Ist nicht Söde…"
1383404445237612552,2021-04-17 12:58:16,"RT @ArminRohde: Entfesselter Wahlkampf mitten in der Pandemie
Söder oder Laschet?. Mit Anlauf in die Krise. https://t.co/jx2IVihBtI"
